Source,Target,Distance
11,969,electronics
135,1228,games
150,442,hardware
2,2066,fashion
18,374,clothing
157,2387,fashion
90,808,electronics
39,1624,computers
35,279,clothing
111,191,computers
66,736,movies
72,497,automotive
85,309,fashion
8,1241,sports
8,1816,sports
128,1111,games
71,904,fashion
20,355,games
27,1935,sports
66,12,clothing
147,1262,computers
22,157,clothing
111,191,games
66,1360,hardware
138,957,clothing
99,2212,automotive
84,154,clothing
124,168,electronics
66,426,fashion
127,1734,computers
39,410,fashion
18,970,computers
116,498,movies
121,2205,sports
51,1393,games
8,1816,clothing
84,403,electronics
18,1005,computers
27,2384,clothing
51,2030,electronics
36,1001,movies
11,1114,computers
25,102,clothing
90,808,hardware
156,1846,games
112,2326,movies
111,191,computers
22,844,computers
70,433,movies
154,996,games
53,767,clothing
59,1480,hardware
148,1303,movies
20,1123,games
27,820,clothing
72,1856,electronics
32,2271,computers
13,1167,computers
78,13,computers
168,1865,games
77,2386,computers
57,1320,movies
64,68,clothing
156,994,computers
86,688,automotive
120,1210,games
146,2259,clothing
158,914,electronics
25,357,computers
57,2221,fashion
163,1593,games
126,1254,games
106,1308,games
57,378,fashion
82,1214,sports
126,1803,electronics
94,2260,clothing
13,1555,computers
27,2073,games
112,977,clothing
78,13,clothing
9,21,clothing
35,941,automotive
72,1307,games
51,1318,hardware
136,2343,hardware
8,464,clothing
113,1911,electronics
59,1480,games
112,977,games
25,643,movies
35,740,fashion
54,526,clothing
94,1535,automotive
66,12,automotive
82,365,games
110,236,computers
64,1367,fashion
51,726,fashion
25,357,fashion
132,1974,hardware
106,530,movies
66,2281,movies
63,1690,clothing
35,807,sports
66,2281,electronics
130,1146,electronics
72,497,sports
35,400,fashion
93,2177,fashion
25,2216,clothing
150,2362,sports
22,157,hardware
148,1922,automotive
32,1120,clothing
20,36,games
22,415,clothing
85,1403,games
97,1103,hardware
122,2236,games
122,2236,computers
123,1634,clothing
110,236,movies
121,1837,computers
130,2182,games
157,2057,fashion
135,1011,clothing
66,426,sports
13,1623,electronics
54,526,automotive
111,1681,hardware
82,1546,clothing
13,1373,fashion
113,1911,sports
64,504,clothing
35,861,clothing
27,1065,computers
20,29,sports
103,1759,games
131,1336,games
84,154,sports
146,2303,fashion
25,1397,clothing
64,708,clothing
72,1307,computers
82,1214,sports
64,68,clothing
2,1337,fashion
149,2299,automotive
135,1069,sports
51,1485,games
97,1925,games
36,1953,games
97,1609,fashion
54,1042,computers
59,439,fashion
36,127,games
131,1835,games
20,1806,fashion
13,1373,computers
129,1783,automotive
74,1552,fashion
22,76,fashion
54,1163,fashion
25,1333,sports
121,2205,clothing
18,121,games
124,1537,electronics
114,1581,games
64,1157,games
9,371,hardware
103,2142,games
99,2278,games
18,1658,clothing
18,121,hardware
44,1663,sports
90,1693,computers
53,670,sports
135,923,sports
9,1277,electronics
99,2368,fashion
51,1075,electronics
99,2212,games
22,208,electronics
54,332,movies
63,83,games
13,1362,sports
107,1112,computers
22,985,computers
44,1926,games
90,1445,clothing
51,1318,movies
18,934,hardware
117,973,clothing
94,1966,movies
82,2361,fashion
97,649,games
82,1214,movies
146,2259,computers
107,1112,movies
104,1495,sports
57,378,clothing
111,1338,clothing
36,1001,clothing
39,1420,computers
84,2218,movies
72,765,fashion
64,1567,games
84,1945,sports
22,985,sports
121,2205,computers
36,1953,computers
20,286,sports
136,1729,computers
70,1521,electronics
39,1880,clothing
51,726,games
141,1402,fashion
59,801,sports
2,1450,automotive
77,1989,clothing
113,1911,electronics
27,1935,computers
51,1318,clothing
27,1329,clothing
25,643,movies
108,2153,movies
115,2137,electronics
162,1459,clothing
70,420,fashion
112,1434,movies
121,2205,movies
85,2122,games
84,244,games
125,331,computers
51,1765,sports
82,1546,computers
123,1634,sports
22,208,computers
124,1159,sports
9,1652,computers
51,1318,hardware
84,1404,computers
39,1420,computers
51,1049,clothing
114,1581,sports
53,881,games
142,1257,computers
133,281,games
141,2013,games
150,2362,fashion
82,1811,games
72,2000,computers
147,1894,automotive
36,1953,computers
77,2386,movies
35,2199,hardware
57,2221,fashion
93,2230,computers
66,1360,games
71,1093,movies
147,2316,sports
63,1548,hardware
84,244,fashion
116,498,movies
28,1465,sports
127,1734,games
150,442,sports
110,1719,games
93,2230,fashion
86,688,games
97,9,games
146,2259,electronics
51,726,movies
35,807,sports
18,1328,automotive
13,1555,games
72,715,movies
112,742,clothing
64,2084,games
104,2174,games
123,1991,fashion
103,1052,sports
44,935,sports
155,1792,sports
128,893,fashion
90,1530,games
18,1328,clothing
54,1321,clothing
59,801,movies
140,134,games
97,1925,sports
70,1521,movies
18,1948,computers
153,313,clothing
13,1373,clothing
94,741,games
128,893,computers
130,2182,clothing
99,2212,computers
63,1690,sports
94,1206,games
90,391,games
103,748,sports
103,1052,automotive
133,281,sports
108,375,sports
72,2000,fashion
124,1636,hardware
77,343,sports
22,1782,electronics
13,755,clothing
70,433,hardware
54,770,fashion
119,1512,movies
59,801,hardware
84,244,fashion
9,1277,sports
9,1143,fashion
27,628,fashion
22,415,movies
179,1335,electronics
25,102,computers
44,1663,clothing
61,511,movies
22,1717,automotive
71,627,games
66,1315,sports
153,984,movies
131,2265,computers
85,2359,electronics
118,1905,electronics
106,2024,electronics
27,1892,sports
131,1753,computers
99,2212,movies
72,1264,clothing
44,1926,sports
77,1505,computers
121,1915,sports
100,1954,sports
9,1300,clothing
141,1402,sports
120,1579,sports
134,763,fashion
133,2365,games
9,559,games
163,1593,fashion
127,2241,clothing
13,1167,sports
53,2139,clothing
99,1,hardware
59,2133,clothing
131,2265,movies
85,309,hardware
133,1097,computers
128,1111,games
130,397,clothing
63,462,movies
75,1771,hardware
150,1536,computers
59,931,hardware
132,2071,sports
132,2071,movies
90,1445,computers
27,628,games
72,1307,hardware
27,382,hardware
22,844,games
36,2161,computers
103,1052,fashion
61,409,automotive
27,820,fashion
9,1027,hardware
85,1403,games
53,1538,clothing
20,286,games
70,27,movies
36,127,movies
71,1451,clothing
36,1953,movies
32,1120,electronics
84,2244,computers
126,967,fashion
66,473,games
136,1729,clothing
97,649,clothing
9,21,computers
141,1477,games
54,243,sports
18,970,sports
53,1863,clothing
35,2146,fashion
120,1579,hardware
35,701,clothing
153,383,games
99,1310,electronics
61,511,hardware
135,1069,movies
111,1422,electronics
57,542,computers
124,168,computers
82,365,computers
77,1304,games
134,763,hardware
9,430,games
35,2229,computers
53,2139,games
64,1367,fashion
137,404,games
126,1803,sports
99,97,electronics
82,1546,fashion
90,1445,games
131,10,computers
130,1146,fashion
20,1801,games
99,2278,computers
150,442,clothing
64,1544,computers
99,1602,fashion
64,2084,computers
104,754,electronics
90,1530,computers
90,1693,fashion
123,1991,computers
99,1,fashion
85,1403,games
11,1155,electronics
11,824,games
27,1935,games
75,1525,sports
103,748,movies
63,1548,computers
99,2224,sports
70,1521,games
168,1865,sports
105,399,games
35,1297,fashion
124,1159,movies
95,2346,computers
72,1201,clothing
2,1337,computers
64,504,fashion
74,1552,sports
39,1880,electronics
18,970,electronics
86,688,movies
53,2035,clothing
97,1522,clothing
133,79,games
70,433,clothing
20,1384,movies
114,1581,movies
124,1636,computers
97,1103,games
140,579,fashion
22,76,games
120,601,games
147,2316,movies
99,2224,movies
72,765,hardware
77,124,movies
8,464,clothing
132,554,computers
130,2182,sports
69,1162,electronics
66,1315,fashion
9,21,hardware
8,464,games
160,1872,computers
134,763,games
69,1162,hardware
126,1803,hardware
57,1320,computers
18,970,electronics
64,1017,electronics
35,868,clothing
78,1821,fashion
22,157,computers
95,2346,movies
97,2152,games
2,1450,clothing
54,178,computers
85,864,clothing
72,765,clothing
64,1367,fashion
20,1145,games
127,1734,sports
147,2316,sports
51,810,games
22,1022,computers
8,464,clothing
131,1835,electronics
156,994,sports
11,390,computers
9,1300,computers
53,2035,movies
59,801,hardware
9,1143,clothing
35,874,games
59,2355,computers
32,2271,clothing
18,1948,games
27,628,clothing
141,2013,fashion
124,168,games
125,500,sports
51,2030,hardware
25,1807,hardware
63,585,games
104,1495,hardware
112,977,hardware
112,2326,clothing
104,825,movies
158,914,electronics
94,352,hardware
122,2236,fashion
124,1537,sports
27,1892,games
130,397,electronics
108,1444,clothing
93,2177,fashion
75,253,sports
114,1581,games
51,726,movies
66,473,clothing
2,261,hardware
104,1495,computers
111,191,computers
9,1652,clothing
11,390,clothing
66,1315,fashion
119,1512,movies
82,2361,computers
129,1468,electronics
82,1811,sports
22,208,games
51,1075,electronics
77,2248,clothing
27,2384,electronics
22,415,hardware
82,1214,clothing
74,915,automotive
25,357,movies
74,367,movies
108,375,computers
8,1024,movies
133,281,fashion
132,2071,games
144,2052,fashion
131,2265,computers
51,1393,clothing
93,2177,sports
104,754,automotive
25,250,fashion
97,1103,sports
84,1404,movies
25,1807,games
115,1369,automotive
53,2035,computers
39,1420,fashion
64,1588,clothing
108,2153,fashion
126,967,electronics
63,585,games
99,2224,sports
18,1874,automotive
35,941,games
22,1717,games
109,1379,clothing
142,1504,games
66,426,clothing
22,1717,clothing
72,1264,hardware
27,1065,sports
54,1234,movies
129,1783,hardware
54,770,computers
57,2221,movies
84,244,hardware
125,500,games
90,1445,hardware
22,844,movies
103,1759,sports
71,113,games
11,622,sports
54,1436,computers
82,2190,clothing
104,406,sports
100,1954,movies
103,1052,games
18,1205,computers
54,2379,sports
115,1000,fashion
64,1588,clothing
54,536,clothing
100,2306,electronics
11,1155,movies
136,1399,clothing
133,79,fashion
100,2092,movies
20,1801,clothing
64,504,hardware
64,504,electronics
160,1872,games
131,1704,games
28,1465,fashion
94,1206,clothing
99,1602,movies
35,1297,games
126,1254,movies
124,1159,movies
124,1537,movies
112,1434,computers
85,84,movies
100,2092,computers
136,2295,hardware
59,2029,fashion
99,277,clothing
120,1210,electronics
115,1886,automotive
11,1155,sports
124,1537,computers
71,1697,electronics
112,2326,fashion
74,582,games
137,1957,games
9,1143,sports
25,2216,electronics
82,2190,fashion
135,1011,clothing
53,2139,electronics
103,2142,computers
104,1713,clothing
53,2139,electronics
99,2278,clothing
70,561,computers
129,1527,movies
82,1811,games
54,1436,sports
25,250,games
35,941,automotive
54,243,fashion
117,973,computers
54,332,sports
64,708,automotive
114,198,games
2,624,games
107,1112,clothing
72,2000,movies
129,1468,computers
35,2127,computers
8,2383,movies
51,143,sports
115,2137,games
11,1114,clothing
35,400,games
64,564,games
111,1681,sports
103,2116,hardware
94,677,movies
35,279,clothing
8,1816,sports
85,1403,sports
156,1846,computers
64,2009,computers
35,279,computers
97,1756,hardware
85,2359,electronics
72,455,movies
9,371,electronics
142,231,computers
71,1697,sports
20,1145,games
20,1801,movies
142,1257,clothing
106,1308,clothing
115,1000,hardware
77,1457,fashion
93,417,hardware
85,309,fashion
54,178,computers
25,2216,movies
66,1315,clothing
69,1162,electronics
66,736,movies
71,1093,computers
51,1075,sports
51,828,games
53,2139,sports
71,1697,clothing
156,799,movies
18,1658,electronics
160,1872,clothing
66,736,hardware
66,736,clothing
71,718,games
70,1521,electronics
162,1459,hardware
8,1024,clothing
69,34,computers
71,1451,automotive
61,409,computers
18,1205,fashion
35,701,movies
140,134,computers
9,1143,movies
59,931,computers
72,717,fashion
77,1457,sports
32,265,games
94,741,hardware
110,2162,games
70,27,movies
13,1072,hardware
82,365,hardware
123,1587,fashion
53,2139,hardware
32,1120,fashion
129,1527,hardware
141,1402,movies
90,1639,sports
53,1863,hardware
25,643,games
18,934,computers
9,559,computers
35,740,fashion
82,2190,clothing
63,83,games
51,1075,computers
146,2303,clothing
156,799,movies
77,2386,sports
35,861,sports
35,1297,clothing
36,445,games
156,294,hardware
71,718,clothing
63,1690,games
86,689,games
70,1521,computers
133,2365,automotive
120,1210,sports
100,1954,clothing
11,969,automotive
53,1538,automotive
72,1856,games
142,1504,computers
66,426,games
78,13,sports
35,400,clothing
122,1730,fashion
64,504,games
84,2218,automotive
84,1945,hardware
135,1069,sports
155,732,games
117,1249,hardware
124,1159,movies
35,868,fashion
18,374,games
140,134,sports
129,1468,sports
20,29,games
82,1811,sports
74,62,clothing
113,1150,fashion
123,1991,games
64,2084,clothing
137,1957,clothing
108,2153,computers
64,2009,automotive
66,473,games
133,2117,electronics
25,2216,fashion
103,748,sports
93,2230,games
111,388,computers
63,83,sports
13,1362,electronics
133,347,movies
162,293,games
77,343,sports
124,1159,games
36,2227,sports
82,1546,electronics
111,191,games
97,649,computers
57,542,computers
168,1865,clothing
107,1112,games
110,1719,computers
133,1136,games
77,124,electronics
13,1072,clothing
93,2230,sports
111,620,electronics
132,554,computers
100,1793,fashion
64,2009,games
53,881,hardware
9,1277,games
77,2248,hardware
64,564,hardware
22,844,computers
28,1465,sports
27,382,clothing
147,1262,movies
93,417,hardware
116,711,computers
155,1792,games
53,881,clothing
77,124,computers
168,1865,movies
61,1645,fashion
54,536,games
74,367,automotive
75,1771,sports
128,1111,automotive
137,256,games
132,2071,hardware
122,1809,clothing
104,406,clothing
95,2346,movies
90,1972,games
59,2029,computers
66,473,games
64,1157,sports
168,567,clothing
99,1310,automotive
85,309,clothing
8,2383,clothing
51,1393,clothing
